correlation_measure,subgrouping,M,rho_xy,rho_uv,eta_x,eta_y,rho_true,rho_obs_hat,best_weight_true_bias,mean_estimate,abs_bias_true,coverage_true,coverage_obs
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0,0,0,0,0,-0.00245721773328369,CW,-0.0024424758816690953,0.0024424758816690953,0.8788,0.8796
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0,0,0,4,0,-7.43056826832932e-4,CW,-4.254063467946233e-4,4.254063467946233e-4,0.8762,0.8764
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0,0,4,0,0,7.463224918980348e-4,CW,1.4931561307981805e-4,1.4931561307981805e-4,0.8691,0.8696
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0,0,4,4,0,0.03646026958428305,OPW,0.03456957873237504,0.03456957873237504,0.8652,0.8721
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0,0.5,0,0,0.4,0.3831791367499273,no_weight,0.3831791367499273,0.016820863250072704,0.8813,0.8732
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.04236981340478857,0.882,0.8343
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.04284824617296268,0.8777,0.8325
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.01955604175300596,0.8751,0.7884
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0,0,0,0.1,0.10855073650778706,CW,0.10853302457191386,0.00853302457191385,0.8674,0.8687
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0,0,4,0.1,0.08938054766039766,no_weight,0.08938054766039766,0.010619452339602348,0.8749,0.8746
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0,4,0,0.1,0.09116823302454596,PPW,0.10880835633080205,0.008808356330802042,0.9026,0.8986
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0,4,4,0.1,0.10659491350720593,no_weight,0.10659491350720593,0.006594913507205924,0.8608,0.8602
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,CW,0.49340541618168304,0.006594583818316957,0.8731,0.8702
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,MOPW,0.4443104924235348,0.05568950757646518,0.8831,0.8234
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,CW,0.41814564250841846,0.08185435749158154,0.87,0.8571
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,OPW,0.4216305579664251,0.07836944203357488,0.8583,0.8449
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0,0,0,0,0,-0.00245721773328369,CW,-0.0024424758816690953,0.0024424758816690953,0.8788,0.8796
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0,0,0,4,0,-7.43056826832932e-4,CW,-4.254063467946233e-4,4.254063467946233e-4,0.8762,0.8764
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0,0,4,0,0,7.463224918980348e-4,CW,1.4931561307981805e-4,1.4931561307981805e-4,0.8691,0.8696
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0,0,4,4,0,0.03646026958428305,OPW,-0.011176058553508984,0.011176058553508984,0.869,0.8481
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0,0.5,0,0,0.4,0.3831791367499273,no_weight,0.3831791367499273,0.016820863250072704,0.8813,0.8732
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.04236981340478857,0.882,0.8343
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.04284824617296268,0.8777,0.8325
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.01955604175300596,0.8751,0.7884
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0,0,0,0.1,0.10855073650778706,CW,0.10853302457191386,0.00853302457191385,0.8674,0.8687
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0,0,4,0.1,0.08938054766039766,PPW,0.09750601959244862,0.0024939804075513883,0.9015,0.8988
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0,4,0,0.1,0.09116823302454596,no_weight,0.09116823302454596,0.008831766975454042,0.8706,0.8695
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0,4,4,0.1,0.10659491350720593,no_weight,0.10659491350720593,0.006594913507205924,0.8608,0.8602
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,CW,0.49340541618168304,0.006594583818316957,0.8731,0.8702
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,OPW,0.4202350226946558,0.07976497730534421,0.856,0.8514
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,CW,0.41814564250841846,0.08185435749158154,0.87,0.8571
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,CW,0.40897416296803735,0.09102583703196265,0.8613,0.8567
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0,0,0,0,0,-0.00245721773328369,CW,-0.0024424758816690953,0.0024424758816690953,0.8788,0.8796
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0,0,0,4,0,-7.43056826832932e-4,CW,-4.254063467946233e-4,4.254063467946233e-4,0.8762,0.8764
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0,0,4,0,0,7.463224918980348e-4,CW,1.4931561307981805e-4,1.4931561307981805e-4,0.8691,0.8696
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0,0,4,4,0,0.03646026958428305,OPW,-0.015203064682296865,0.015203064682296865,0.8811,0.8638
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0,0.5,0,0,0.4,0.3831791367499273,no_weight,0.3831791367499273,0.016820863250072704,0.8813,0.8732
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.04236981340478857,0.882,0.8343
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.04284824617296268,0.8777,0.8325
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.01955604175300596,0.8751,0.7884
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0.5,0,0,0,0.1,0.10855073650778706,CW,0.10853302457191386,0.00853302457191385,0.8674,0.8687
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0.5,0,0,4,0.1,0.08938054766039766,no_weight,0.08938054766039766,0.010619452339602348,0.8749,0.8746
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0.5,0,4,0,0.1,0.09116823302454596,no_weight,0.09116823302454596,0.008831766975454042,0.8706,0.8695
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0.5,0,4,4,0.1,0.10659491350720593,no_weight,0.10659491350720593,0.006594913507205924,0.8608,0.8602
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,CW,0.49340541618168304,0.006594583818316957,0.8731,0.8702
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,OPW,0.4291278029592167,0.07087219704078329,0.8778,0.8475
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,OPW,0.4313189062441047,0.06868109375589532,0.8776,0.8494
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,OPW,0.4331837849632027,0.0668162150367973,0.8792,0.8431
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0,0,0,0,-0.00245721773328369,PPW,-0.002372384654275822,0.002372384654275822,0.8987,0.8991
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0,0,4,0,-7.43056826832932e-4,CW,-4.254063467946233e-4,4.254063467946233e-4,0.8762,0.8764
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0,4,0,0,7.463224918980348e-4,CW,1.4931561307981805e-4,1.4931561307981805e-4,0.8691,0.8696
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0,4,4,0,0.03646026958428305,OPW,0.03076781881557814,0.03076781881557814,0.8831,0.8798
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0,4,4,0,0.03646026958428305,MOPW,0.03076781881557814,0.03076781881557814,0.8831,0.8798
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0.5,0,0,0.4,0.3831791367499273,no_weight,0.3831791367499273,0.016820863250072704,0.8813,0.8732
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.04236981340478857,0.882,0.8343
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.04284824617296268,0.8777,0.8325
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.01955604175300596,0.8751,0.7884
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0,0,0,0.1,0.10855073650778706,CW,0.10853302457191386,0.00853302457191385,0.8674,0.8687
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0,0,4,0.1,0.08938054766039766,OPW,0.10467214465978987,0.004672144659789865,0.8809,0.8807
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0,0,4,0.1,0.08938054766039766,MOPW,0.10467214465978987,0.004672144659789865,0.8809,0.8807
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0,4,0,0.1,0.09116823302454596,no_weight,0.09116823302454596,0.008831766975454042,0.8706,0.8695
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0,4,4,0.1,0.10659491350720593,PPW,0.09430695633127717,0.005693043668722836,0.8824,0.8822
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,OPW,0.5032285349549593,0.003228534954959339,0.8732,0.8667
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,MOPW,0.5032285349549593,0.003228534954959339,0.8732,0.8667
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,OPW,0.45540996976841597,0.04459003023158403,0.8918,0.8137
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,MOPW,0.45540996976841597,0.04459003023158403,0.8918,0.8137
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,OPW,0.4320067518847089,0.06799324811529112,0.8771,0.8449
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,MOPW,0.4320067518847089,0.06799324811529112,0.8771,0.8449
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,OPW,0.44575439773108827,0.05424560226891173,0.8838,0.8229
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,MOPW,0.44575439773108827,0.05424560226891173,0.8838,0.8229
Pearson,L_Y_dich_3_5__K_X_sev,20,0,0,0,0,0,-0.00245721773328369,PPW,-0.0017383047319059414,0.0017383047319059414,0.9211,0.9203
Pearson,L_Y_dich_3_5__K_X_sev,20,0,0,0,4,0,-7.43056826832932e-4,PPW,-3.498298370077585e-4,3.498298370077585e-4,0.9102,0.9102
Pearson,L_Y_dich_3_5__K_X_sev,20,0,0,4,0,0,7.463224918980348e-4,CW,1.4931561307981805e-4,1.4931561307981805e-4,0.8691,0.8696
Pearson,L_Y_dich_3_5__K_X_sev,20,0,0,4,4,0,0.03646026958428305,MOPW,0.002913248320097203,0.002913248320097203,0.8774,0.8725
Pearson,L_Y_dich_3_5__K_X_sev,20,0,0.5,0,0,0.4,0.3831791367499273,no_weight,0.3831791367499273,0.016820863250072704,0.8813,0.8732
Pearson,L_Y_dich_3_5__K_X_sev,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.04236981340478857,0.882,0.8343
Pearson,L_Y_dich_3_5__K_X_sev,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.04284824617296268,0.8777,0.8325
Pearson,L_Y_dich_3_5__K_X_sev,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.01955604175300596,0.8751,0.7884
Pearson,L_Y_dich_3_5__K_X_sev,20,0.5,0,0,0,0.1,0.10855073650778706,CW,0.10853302457191386,0.00853302457191385,0.8674,0.8687
Pearson,L_Y_dich_3_5__K_X_sev,20,0.5,0,0,4,0.1,0.08938054766039766,OPW,0.10322294561258286,0.0032229456125828504,0.8811,0.8801
Pearson,L_Y_dich_3_5__K_X_sev,20,0.5,0,4,0,0.1,0.09116823302454596,no_weight,0.09116823302454596,0.008831766975454042,0.8706,0.8695
Pearson,L_Y_dich_3_5__K_X_sev,20,0.5,0,4,4,0.1,0.10659491350720593,no_weight,0.10659491350720593,0.006594913507205924,0.8608,0.8602
Pearson,L_Y_dich_3_5__K_X_sev,20,0.5,0.5,0,0,0.5,0.4933990071000003,CW,0.49340541618168304,0.006594583818316957,0.8731,0.8702
Pearson,L_Y_dich_3_5__K_X_sev,20,0.5,0.5,0,4,0.5,0.39812201440272504,OPW,0.4199020287394117,0.08009797126058832,0.8658,0.8591
Pearson,L_Y_dich_3_5__K_X_sev,20,0.5,0.5,4,0,0.5,0.40144653552974946,CW,0.41814564250841846,0.08185435749158154,0.87,0.8571
Pearson,L_Y_dich_3_5__K_X_sev,20,0.5,0.5,4,4,0.5,0.38942295188380144,CW,0.40897416296803735,0.09102583703196265,0.8613,0.8567
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0,0,0,0,0,-0.00245721773328369,OPW,-0.0011384723962684945,0.0011384723962684945,0.8709,0.871
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0,0,0,0,0,-0.00245721773328369,MOPW,-0.0011384723962684945,0.0011384723962684945,0.8709,0.871
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0,0,0,4,0,-7.43056826832932e-4,CW,-4.254063467946233e-4,4.254063467946233e-4,0.8762,0.8764
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0,0,4,0,0,7.463224918980348e-4,PPW,6.519181564405243e-5,6.519181564405243e-5,0.893,0.8926
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0,0,4,4,0,0.03646026958428305,PPW,0.034606177601054555,0.034606177601054555,0.8887,0.9012
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0,0.5,0,0,0.4,0.3831791367499273,no_weight,0.3831791367499273,0.016820863250072704,0.8813,0.8732
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.04236981340478857,0.882,0.8343
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.04284824617296268,0.8777,0.8325
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.01955604175300596,0.8751,0.7884
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0.5,0,0,0,0.1,0.10855073650778706,CW,0.10853302457191386,0.00853302457191385,0.8674,0.8687
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0.5,0,0,4,0.1,0.08938054766039766,PPW,0.0993665543807405,6.334456192595012e-4,0.9026,0.8998
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0.5,0,4,0,0.1,0.09116823302454596,PPW,0.09853662019784784,0.001463379802152165,0.8983,0.8946
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0.5,0,4,4,0.1,0.10659491350720593,no_weight,0.10659491350720593,0.006594913507205924,0.8608,0.8602
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,CW,0.49340541618168304,0.006594583818316957,0.8731,0.8702
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,CW,0.4153687644344479,0.08463123556555208,0.8679,0.863
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,CW,0.41814564250841846,0.08185435749158154,0.87,0.8571
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,CW,0.40897416296803735,0.09102583703196265,0.8613,0.8567
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0,0,0,0,0,-0.00245721773328369,PPW,-0.0016117839580271787,0.0016117839580271787,0.8994,0.8988
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0,0,0,4,0,-7.43056826832932e-4,CW,-4.254063467946233e-4,4.254063467946233e-4,0.8762,0.8764
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0,0,4,0,0,7.463224918980348e-4,CW,1.4931561307981805e-4,1.4931561307981805e-4,0.8691,0.8696
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0,0,4,4,0,0.03646026958428305,OPW,0.020162109219076022,0.020162109219076022,0.8695,0.8686
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0,0,4,4,0,0.03646026958428305,MOPW,0.020162109219076022,0.020162109219076022,0.8695,0.8686
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0,0.5,0,0,0.4,0.3831791367499273,no_weight,0.3831791367499273,0.016820863250072704,0.8813,0.8732
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.04236981340478857,0.882,0.8343
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.04284824617296268,0.8777,0.8325
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.01955604175300596,0.8751,0.7884
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0.5,0,0,0,0.1,0.10855073650778706,CW,0.10853302457191386,0.00853302457191385,0.8674,0.8687
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0.5,0,0,4,0.1,0.08938054766039766,no_weight,0.08938054766039766,0.010619452339602348,0.8749,0.8746
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0.5,0,4,0,0.1,0.09116823302454596,PPW,0.10487365028084603,0.00487365028084602,0.898,0.8953
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0.5,0,4,4,0.1,0.10659491350720593,no_weight,0.10659491350720593,0.006594913507205924,0.8608,0.8602
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,CW,0.49340541618168304,0.006594583818316957,0.8731,0.8702
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,CW,0.4153687644344479,0.08463123556555208,0.8679,0.863
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,CW,0.41814564250841846,0.08185435749158154,0.87,0.8571
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,CW,0.40897416296803735,0.09102583703196265,0.8613,0.8567
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0,0,0,0,-0.00245721773328369,PPW,-0.0019171605425630318,0.0019171605425630318,0.8981,0.8988
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0,0,4,0,-7.43056826832932e-4,CW,-4.254063467946233e-4,4.254063467946233e-4,0.8762,0.8764
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0,4,0,0,7.463224918980348e-4,CW,1.4931561307981805e-4,1.4931561307981805e-4,0.8691,0.8696
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0,4,4,0,0.03646026958428305,OPW,0.03128473038224386,0.03128473038224386,0.8778,0.8838
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0,4,4,0,0.03646026958428305,MOPW,0.03128473038224386,0.03128473038224386,0.8778,0.8838
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0.5,0,0,0.4,0.3831791367499273,no_weight,0.3831791367499273,0.016820863250072704,0.8813,0.8732
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.04236981340478857,0.882,0.8343
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.04284824617296268,0.8777,0.8325
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.01955604175300596,0.8751,0.7884
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0,0,0,0.1,0.10855073650778706,CW,0.10853302457191386,0.00853302457191385,0.8674,0.8687
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0,0,4,0.1,0.08938054766039766,no_weight,0.08938054766039766,0.010619452339602348,0.8749,0.8746
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0,4,0,0.1,0.09116823302454596,OPW,0.10796426157578241,0.007964261575782408,0.8785,0.877
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0,4,0,0.1,0.09116823302454596,MOPW,0.10796426157578241,0.007964261575782408,0.8785,0.877
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0,4,4,0.1,0.10659491350720593,PPW,0.09531902886907694,0.00468097113092307,0.8834,0.8825
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,OPW,0.5032735569576113,0.0032735569576113344,0.8732,0.8678
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,MOPW,0.5032735569576113,0.0032735569576113344,0.8732,0.8678
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,OPW,0.4302213956803451,0.06977860431965488,0.8766,0.8487
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,MOPW,0.4302213956803451,0.06977860431965488,0.8766,0.8487
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,OPW,0.45825982913042146,0.04174017086957854,0.8909,0.8174
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,MOPW,0.45825982913042146,0.04174017086957854,0.8909,0.8174
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,OPW,0.4463277911739842,0.05367220882601581,0.8864,0.8251
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,MOPW,0.4463277911739842,0.05367220882601581,0.8864,0.8251
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,0,0,0,-0.00245721773328369,CW,-0.0024424758816690953,0.0024424758816690953,0.8788,0.8796
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,0,0,0,-0.00245721773328369,PPW,-0.0024424758816690953,0.0024424758816690953,0.8788,0.8796
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,0,0,0,-0.00245721773328369,OPW,-0.0024424758816690953,0.0024424758816690953,0.8788,0.8796
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,0,0,0,-0.00245721773328369,MOPW,-0.0024424758816690953,0.0024424758816690953,0.8788,0.8796
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,0,4,0,-7.43056826832932e-4,CW,-4.254063467946233e-4,4.254063467946233e-4,0.8762,0.8764
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,0,4,0,-7.43056826832932e-4,PPW,-4.254063467946233e-4,4.254063467946233e-4,0.8762,0.8764
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,0,4,0,-7.43056826832932e-4,OPW,-4.254063467946233e-4,4.254063467946233e-4,0.8762,0.8764
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,0,4,0,-7.43056826832932e-4,MOPW,-4.254063467946233e-4,4.254063467946233e-4,0.8762,0.8764
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,4,0,0,7.463224918980348e-4,CW,1.4931561307981805e-4,1.4931561307981805e-4,0.8691,0.8696
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,4,0,0,7.463224918980348e-4,PPW,1.4931561307981805e-4,1.4931561307981805e-4,0.8691,0.8696
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,4,0,0,7.463224918980348e-4,OPW,1.4931561307981805e-4,1.4931561307981805e-4,0.8691,0.8696
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,4,0,0,7.463224918980348e-4,MOPW,1.4931561307981805e-4,1.4931561307981805e-4,0.8691,0.8696
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,4,4,0,0.03646026958428305,no_weight,0.03646026958428305,0.03646026958428305,0.8614,0.8604
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,0,0,0.4,0.3831791367499273,no_weight,0.3831791367499273,0.016820863250072704,0.8813,0.8732
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.04236981340478857,0.882,0.8343
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,0,4,0.4,0.3035321317014306,PPW,0.35763018659521145,0.04236981340478857,0.882,0.8343
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,0,4,0.4,0.3035321317014306,OPW,0.35763018659521145,0.04236981340478857,0.882,0.8343
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,0,4,0.4,0.3035321317014306,MOPW,0.35763018659521145,0.04236981340478857,0.882,0.8343
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.04284824617296268,0.8777,0.8325
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,4,0,0.4,0.3022048754100082,PPW,0.35715175382703734,0.04284824617296268,0.8777,0.8325
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,4,0,0.4,0.3022048754100082,OPW,0.35715175382703734,0.04284824617296268,0.8777,0.8325
